Country Name,Country Code,Series Name,Series Code,1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Antigua and Barbuda,ATG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.07200426858379,4.40941409910158,4.47027268663388,4.3967756978216,4.59227186249426,5.05214049737528,5.25136082515173,5.0670754862551,5.13340590746999,5.43914948533054,5.60866182628572,5.76569637927669,16.4430878190419,5.71795331742509,6.22629133804923,7.98412286514897,5.31091448080621,5.3789949041997,5.44801602758189,5.52095755487832,5.48732975559433,5.56610558644115,5.64499474501464,..,..
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,292859000000,298948250000,283523000000,284203750000,268696750000,97724004251.8602,127586973492.177,164657930452.787,198737095012.282,232557260817.308,287530508430.568,361558037110.419,332976484577.619,423627422092.49,530163281574.658,545982375701.128,552025140252.246,526319673731.638,594749285413.212,557531376217.967,643628665302.155,524819742918.669,447754609218.678,385540224628.292,487227339102.67
Argentina,ARG,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,461000000,498000000,571000000,708000000,672000000,941000000,1114000000,1247000000,1362000000,1728000000,1688000000,1618000000,1402000000,2220000000,2155000000,2752000000,2942000000,2719000000,2752000000,..,..,..,..,..,..
Argentina,ARG,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1839.82168178548,1958.03875424179,2023.46157948029,2077.53957335771,2108.99040202059,2003.66751741611,2169.48754386443,2282.82256318506,2397.48653338231,2362.85310598862,2443.84413515149,2759.51327028767,2716.59821526407,2877.65265331343,2929.07502855568,3000.60352326565,2967.37655805218,3074.70207056563,..,..,..,..,..,..,..
Argentina,ARG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.52133409980704,3.66155951745354,3.66981928452247,3.56803987960974,3.34200513317688,3.10069722584613,3.33506078457966,3.65617809467905,3.73657879363165,3.92381838907273,4.08289558524386,4.15233040959089,3.84840985551293,4.09968971416256,4.2809893532601,4.26422378235981,4.34211506853729,4.20909563279429,4.30191387639872,4.20184577616112,4.07130836193664,3.97577197057929,3.74065029063396,..,..
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,1639492444.76152,1893726437.26462,1845482173.02732,1911563668.85006,2118467913.37873,2376335048.39976,2807061008.69084,3576615240.41616,4900469950.09033,6384451606.1421,9206301700.39619,11662040713.8753,8647936747.98704,9260284937.79781,10142111334.4961,10619320048.5857,11121465767.4067,11609512939.7542,10553337672.9872,10546135160.031,11527458565.7334,12457941907.0333,13619291361.2814,12641697523.2966,13861409968.835
Armenia,ARM,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0,0,0,0,0,0,0,0,0,0,3000000,2000000,4000000,7000000,3000000,4000000,4000000,4000000,4000000,..,..,..,..,..,..
Armenia,ARM,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1445.24484489601,1255.34245729892,1259.81353886271,1257.05257623189,1235.82369468516,1208.03713450113,1292.11031282364,1409.77152372425,1488.55720870583,1602.84898063298,1730.7988668593,1626.99129623342,1618.59679330269,1685.84726637846,1774.68166348922,1872.41307964772,1928.7340356416,1976.86449152748,..,..,..,..,..,..,..
Armenia,ARM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.02096399787493,1.07080588171761,0.970047067557072,1.12355188837196,1.14900963348827,1.00481890732995,1.13485221954397,1.22645555663085,1.46361666834478,1.483568657221,1.73079880337397,1.90720654484247,1.52144058113017,1.47303752633831,1.68659629072429,1.96265391657267,1.89564638956912,1.89623970790763,1.85507171122992,1.76911796096474,1.88293999717351,2.01300380642694,2.1874763175712,..,..
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,1531843575.41899,1665363128.49162,1722905027.93296,1873184357.5419,1896648044.69274,1962011173.18436,2044134078.21229,2254748603.35196,2359776536.31285,2469832402.23464,2677653631.28492,2843016759.77654,2553631284.9162,2453631284.9162,2637988826.81564,2615083798.88268,2727932960.89385,2791061452.51397,2963128491.62011,2983798882.68156,3092178770.94972,3202234636.87151,3368970253.05286,2610038937.56355,3126019399.06492
Aruba,ABW,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Aruba,ABW,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,435614337141.963,399660855999.457,389389647825.542,415851284305.721,379358162498.658,395580786940.142,467497961560.862,614326362213.686,695328522026.763,747906558849.955,854427259166.209,1055642793196.06,928626859078.192,1148610059015.24,1398405797101.45,1546892142709.84,1576380424746.08,1467545212521.8,1350615691821.28,1206535157956.03,1326516328531.56,1428288504767.07,1392227864397.08,1326901059123.21,1552667363236.06
Australia,AUS,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,995000000,1065000000,1195000000,1230000000,1599000000,1997000000,2345000000,2573000000,4794000000,5716000000,6674000000,7817000000,6800000000,8256000000,9718000000,12573000000,14939000000,18622000000,21044000000,..,..,..,..,..,..
Australia,AUS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,9338.47117606071,9837.81666658068,10097.1366338469,10260.4462435418,10712.6953616557,10899.7543499147,10527.2941878389,10657.9021169311,10571.4253428336,10617.1512876213,10972.8801492556,10749.1110606099,10791.6164803116,10726.9281831902,10627.2938650379,10407.7403070759,10220.8873013463,10071.3989785006,..,..,..,..,..,..,..
Australia,AUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,16.7100570877646,17.660540992318,17.7389600741304,17.8387478097675,17.9323144883026,18.1259906980837,17.8786414814145,18.3522349611154,18.3423134132321,18.3605014176042,18.5210774422543,18.3037488820829,18.2231390362423,17.5900692657153,17.2954158367427,17.0220422280855,16.4423157091219,15.8304215213482,15.863288004258,15.914657116179,15.8232417405578,15.5034862846486,15.2536183403361,..,..
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,212790348404.555,218259904401.956,217259147049.954,197289625479.906,197508773215.323,214394866675.24,262273631180.054,301457562038.541,316092273276.015,336280064332.411,389185571506.052,432051935642.945,401758735822.211,392275107258.667,431685217367.511,409401816050.531,430190979705.962,442584815286.034,381971148530.543,395837353031.499,417261151844.977,454991174096.102,444621176100.548,435225238000.437,480368403893.364
Austria,AUT,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,1714000000,1868000000,1649000000,1599000000,1777000000,1668000000,2098000000,3010000000,3936000000,5151000000,6236000000,6344000000,6281000000,6617000000,6627000000,7404000000,8322000000,8934000000,10187000000,..,..,..,..,..,..
Austria,AUT,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,6620.44786165131,6706.7086768874,6972.18981612858,7076.26948339438,7333.23195262844,7427.65644509121,7695.08003708217,7808.15779213961,7977.68159741774,8244.40195190479,8207.47473897554,8233.01483290985,7944.79609623168,8382.71115445338,8425.16775320399,8548.88219928111,8509.61158033605,8355.84195182134,..,..,..,..,..,..,..
Austria,AUT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.05969748398634,8.10727223698659,7.88881932213959,7.92978551259517,8.44410916140459,8.58331747454014,9.16834390776994,9.27561409968639,9.26611355969716,8.96156919548461,8.58780176061628,8.49967401978365,7.72114398171392,8.36501490116616,8.13547438124649,7.72361448670012,7.75369957604068,7.26040422807808,7.31715887345687,7.28881998322196,7.4861615826868,7.13306391934265,7.2939842524557,..,..
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,3962238113.16021,4446368570.6901,4581432038.83495,5272798390.70183,5707720390.8515,6235856819.58445,7276753894.71541,8680370408.05943,13245716099.0057,20982986344.3027,33050343782.7759,48852482960.0779,44291490420.5026,52909294791.9262,65951627200.2026,69683935845.2139,74164435946.4627,75244294275.1498,53074370486.0433,37867518957.1975,40865558912.3867,47112941176.4706,48174235294.1176,42693000000,54622176470.5882
Azerbaijan,AZE,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0,0,0,0,0,0,0,0,0,0,0,0,2000000,1000000,0,0,69000000,92000000,101000000,..,..,..,..,..,..
Azerbaijan,AZE,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,1813.67014320799,1936.93921395172,2022.48598540603,2040.4790895311,2106.47006608147,1996.70825200839,2235.45985596483,2281.94787214832,2388.38873430769,2552.28621435433,2118.21052754245,2040.76043544743,1620.3874199013,1603.43137406492,1705.4246326371,2052.65096521176,2092.53652062946,2202.39391828846,..,..,..,..,..,..,..
Azerbaijan,AZE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.37958090134915,3.34765575635031,3.27205536939025,3.44034987451234,3.25475885195779,3.20364176300342,3.46971735767409,3.40817425702069,3.57966371128265,3.59359067612522,3.2197917752283,3.47467886470314,2.85003995085413,2.68490259313911,2.97391876434174,3.2391028675313,3.28561690260393,3.38119922010786,3.29245286882946,3.30401955668615,3.24334199859821,3.2928323542098,3.54239782750878,..,..
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,6332360000,6833220000,7683870000,8076470000,8317830000,8881160000,8870090000,9055290000,9836200000,10167250000,10618340000,10526000000,9981960000,10095760000,10070450000,10720500000,10562800000,11176100000,11861900000,11834600000,12357600000,12755800000,13192800000,9699500000,11208600000
"Bahamas, The",BHS,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Bahamas, The",BHS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.02893242759639,7.48260927463078,7.24384273367638,6.86124290030583,6.73490562030908,7.18558600058512,7.03122725764696,6.5580651084704,6.06663492971855,5.95467613545066,5.9273173451183,6.0640307823529,16.7637080025484,5.57234382355507,6.79984107221273,9.29170983773869,7.28639943674197,6.47596819818136,5.62774871757862,5.15182728714122,5.43832408474249,6.96680306418984,7.02002416017844,..,..
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,6349202393.61702,6183776595.74468,6621010372.34043,9062898936.17021,8976196808.51064,9593510638.29787,11074813829.7872,13150159574.4681,15968723404.2553,18504760638.2979,21730000000,25710904255.3191,22938218085.1064,25713271276.5957,28776595744.6809,30749308510.6383,32539468085.1064,33387712765.9574,31050638297.8723,32234973404.2553,35473776595.7447,37802005319.1489,38653318085.1064,34723357446.8085,38868663031.9149
Bahrain,BHR,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..
Bahrain,BHR,Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,19238.6955808919,19393.7699633002,18980.4560684146,18697.2374417029,19228.8468306363,19663.9423565194,19786.5483851072,18900.9311885162,21024.0142983698,21230.0755627556,20501.0513852529,18562.7324169198,17542.8779273104,18442.7901074861,18889.0639786086,18942.167732434,19483.653846916,19969.7361215558,..,..,..,..,..,..,..
